0	d	0.613644
0	o	0.352592
0	i	0.0453
0	r	0.298372
0	a	0.386272
0	h	0.520636
0	t	0.525528
0	n	0.048664
0	s	0.29218
0	e	0.916816
1	d	0.38594
1	o	0.026892
1	i	0.922096
1	r	0.331312
1	a	0.223944
1	h	0.01504
1	t	1.062532
1	n	0.283084
1	s	0.124512
1	e	0.624648
2	d	0.799312
2	o	0.154892
2	i	0.06192
2	r	0.058816
2	a	0.809784
2	h	0.338632
2	t	0.094272
2	n	0.562176
2	s	0.748472
2	e	0.371728
3	d	0.13206
3	o	1.200732
3	i	0.193436
3	r	0.373932
3	a	0.025536
3	h	0.9888
3	t	0.101492
3	n	0.243604
3	s	0.703128
3	e	0.03728
4	d	0.599508
4	o	0.334068
4	i	0.969112
4	r	0.203016
4	a	0.378964
4	h	0.109596
4	t	0.92678
4	n	0.324876
4	s	0.150404
4	e	0.003684
5	d	0.46928
5	o	0.032684
5	i	0.0989
5	r	0.448456
5	a	0.95194
5	h	0.179628
5	t	0.259328
5	n	1.114064
5	s	0.157068
5	e	0.288648
6	d	0.776448
6	o	0.680328
6	i	0.340156
6	r	0.239956
6	a	0.591868
6	h	0.453804
6	t	0.002504
6	n	0.344252
6	s	0.549432
6	e	0.021252
7	d	0.003852
7	o	0.500744
7	i	0.193124
7	r	0.626988
7	a	0.278964
7	h	0.853336
7	t	0.141664
7	n	0.089368
7	s	0.639644
7	e	0.672316
8	d	0.071188
8	o	0.492828
8	i	0.120032
8	r	1.01298
8	a	0.178212
8	h	0.987292
8	t	0.481532
8	n	0.069628
8	s	0.11488
8	e	0.471428
9	d	0.678888
9	o	0.074832
9	i	0.467352
9	r	0.098556
9	a	0.575964
9	h	0.375436
9	t	0.201524
9	n	0.16736
9	s	0.708244
9	e	0.651844
10	d	0.57568
10	o	0.107512
10	i	0.054764
10	r	0.068148
10	a	0.271356
10	h	0.531708
10	t	0.677236
10	n	0.478396
10	s	0.46226
10	e	0.772944
11	d	0.350696
11	o	0.392848
11	i	0.73372
11	r	0.126564
11	a	0.21836
11	h	0.212064
11	t	0.646648
11	n	0.0994
11	s	0.375532
11	e	0.844168
12	d	0.53718
12	o	0.396424
12	i	0.280076
12	r	0.145036
12	a	0.790956
12	h	0.406532
12	t	0.127968
12	n	0.669812
12	s	0.620576
12	e	0.025444
13	d	0.2364
13	o	0.637748
13	i	0.136556
13	r	0.37446
13	a	0.149704
13	h	0.708756
13	t	0.269328
13	n	0.228476
13	s	0.81516
13	e	0.443416
14	d	0.882364
14	o	0.063412
14	i	1.096344
14	r	0.117248
14	a	0.177432
14	h	0.443092
14	t	0.994112
14	n	0.196424
14	s	0.007748
14	e	0.02182
15	d	0.065
15	o	0.322908
15	i	0.027524
15	r	0.293632
15	a	0.830976
15	h	0.354808
15	t	0.334824
15	n	0.884716
15	s	0.42698
15	e	0.45864
16	d	0.637176
16	o	0.522748
16	i	0.237616
16	r	0.313804
16	a	0.61548
16	h	0.46056
16	t	0.202916
16	n	0.276092
16	s	0.588888
16	e	0.14472
17	d	0.309612
17	o	0.680132
17	i	0.164936
17	r	0.44786
17	a	0.242944
17	h	0.514092
